date,region,temp_mean,temp_max,rain_mm
2021-01-01,Miền Bắc,12.1,17.4,0.0
2021-01-02,Miền Bắc,12.5,18.5,0.0
2021-01-03,Miền Bắc,13.7,18.7,0.0
2021-01-04,Miền Bắc,15.8,21.4,0.0
2021-01-05,Miền Bắc,16.0,20.9,0.0
2021-01-06,Miền Bắc,17.3,19.9,0.0
2021-01-07,Miền Bắc,14.2,16.3,0.2
2021-01-08,Miền Bắc,9.6,11.9,0.3
2021-01-09,Miền Bắc,10.1,12.9,0.0
2021-01-10,Miền Bắc,11.1,13.5,0.0
2021-01-11,Miền Bắc,11.8,15.4,0.0
2021-01-12,Miền Bắc,12.5,17.5,0.0
2021-01-13,Miền Bắc,14.9,20.5,0.0
2021-01-14,Miền Bắc,15.4,21.5,0.0
2021-01-15,Miền Bắc,16.0,20.4,0.0
2021-01-16,Miền Bắc,18.1,21.0,0.5
2021-01-17,Miền Bắc,14.9,17.0,4.8
2021-01-18,Miền Bắc,14.2,19.4,0.0
2021-01-19,Miền Bắc,14.6,21.6,0.0
2021-01-20,Miền Bắc,16.2,21.4,0.0
2021-01-21,Miền Bắc,17.8,21.0,0.5
2021-01-22,Miền Bắc,18.8,23.1,0.0
2021-01-23,Miền Bắc,19.1,24.5,0.0
2021-01-24,Miền Bắc,19.4,25.3,0.0
2021-01-25,Miền Bắc,20.4,23.4,4.0
2021-01-26,Miền Bắc,20.1,25.2,0.5
2021-01-27,Miền Bắc,19.2,22.7,0.0
2021-01-28,Miền Bắc,17.7,18.8,0.7
2021-01-29,Miền Bắc,18.3,23.0,0.0
2021-01-30,Miền Bắc,18.0,21.5,0.4
2021-01-31,Miền Bắc,18.8,21.9,1.0
2021-02-01,Miền Bắc,20.3,25.1,0.0
2021-02-02,Miền Bắc,19.5,23.9,0.9
2021-02-03,Miền Bắc,20.2,25.5,0.0
2021-02-04,Miền Bắc,19.9,24.5,0.5
2021-02-05,Miền Bắc,20.0,25.0,0.1
2021-02-06,Miền Bắc,19.9,25.4,0.0
2021-02-07,Miền Bắc,21.2,26.1,0.0
2021-02-08,Miền Bắc,20.5,25.5,7.8
2021-02-09,Miền Bắc,16.5,18.0,33.7
2021-02-10,Miền Bắc,17.2,22.9,0.0
2021-02-11,Miền Bắc,18.1,23.4,0.0
2021-02-12,Miền Bắc,18.4,22.8,0.0
2021-02-13,Miền Bắc,18.9,24.2,0.0
2021-02-14,Miền Bắc,19.9,25.0,0.0
2021-02-15,Miền Bắc,20.4,25.0,0.4
2021-02-16,Miền Bắc,20.9,24.8,1.0
2021-02-17,Miền Bắc,19.5,21.9,0.4
2021-02-18,Miền Bắc,20.1,23.8,0.0
2021-02-19,Miền Bắc,20.3,24.5,0.0
2021-02-20,Miền Bắc,19.6,25.5,0.0
2021-02-21,Miền Bắc,20.6,27.4,0.0
2021-02-22,Miền Bắc,20.9,24.9,0.6
2021-02-23,Miền Bắc,21.7,26.0,0.2
2021-02-24,Miền Bắc,21.8,26.1,0.2
2021-02-25,Miền Bắc,22.9,28.6,0.8
2021-02-26,Miền Bắc,23.1,26.5,2.3
2021-02-27,Miền Bắc,17.7,19.1,6.8
2021-02-28,Miền Bắc,18.6,20.9,6.6
2021-03-01,Miền Bắc,22.0,25.5,8.2
2021-03-02,Miền Bắc,18.4,19.9,1.4
2021-03-03,Miền Bắc,17.7,19.6,10.0
2021-03-04,Miền Bắc,18.2,21.0,1.2
2021-03-05,Miền Bắc,21.0,24.6,0.6
2021-03-06,Miền Bắc,23.9,29.0,0.2
2021-03-07,Miền Bắc,20.8,22.1,4.3
2021-03-08,Miền Bắc,22.3,26.4,2.0
2021-03-09,Miền Bắc,22.9,27.0,0.4
2021-03-10,Miền Bắc,23.1,26.7,1.0
2021-03-11,Miền Bắc,23.1,26.0,1.3
2021-03-12,Miền Bắc,22.9,27.2,0.3
2021-03-13,Miền Bắc,22.4,25.6,1.2
2021-03-14,Miền Bắc,22.2,26.6,0.3
2021-03-15,Miền Bắc,23.2,26.2,0.9
2021-03-16,Miền Bắc,23.4,27.0,1.2
2021-03-17,Miền Bắc,23.8,27.1,1.0
2021-03-18,Miền Bắc,24.1,27.7,0.8
2021-03-19,Miền Bắc,24.8,27.9,0.7
2021-03-20,Miền Bắc,24.7,27.6,1.9
2021-03-21,Miền Bắc,18.8,23.4,8.8
2021-03-22,Miền Bắc,16.8,19.5,0.0
2021-03-23,Miền Bắc,17.5,21.8,0.0
2021-03-24,Miền Bắc,19.1,23.9,0.0
2021-03-25,Miền Bắc,21.0,24.2,1.5
2021-03-26,Miền Bắc,22.8,26.7,1.7
2021-03-27,Miền Bắc,24.2,27.4,1.2
2021-03-28,Miền Bắc,24.4,27.0,2.3
2021-03-29,Miền Bắc,26.0,31.4,0.0
2021-03-30,Miền Bắc,27.1,32.5,0.0
2021-03-31,Miền Bắc,27.7,33.5,0.0
2021-04-01,Miền Bắc,26.9,32.7,0.0
2021-04-02,Miền Bắc,26.6,31.2,0.6
2021-04-03,Miền Bắc,25.2,27.0,3.4
2021-04-04,Miền Bắc,24.3,28.6,5.9
2021-04-05,Miền Bắc,22.7,26.9,4.6
2021-04-06,Miền Bắc,23.3,26.0,1.1
2021-04-07,Miền Bắc,24.3,27.5,1.0
2021-04-08,Miền Bắc,24.3,27.8,13.1
2021-04-09,Miền Bắc,20.1,22.0,2.1
2021-04-10,Miền Bắc,20.8,23.8,2.4
2021-04-11,Miền Bắc,24.4,28.2,1.9
2021-04-12,Miền Bắc,25.1,28.8,0.8
2021-04-13,Miền Bắc,25.3,27.5,0.2
2021-04-14,Miền Bắc,25.5,28.5,0.3
2021-04-15,Miền Bắc,25.5,28.0,2.8
2021-04-16,Miền Bắc,25.8,28.1,3.8
2021-04-17,Miền Bắc,22.2,24.1,15.9
2021-04-18,Miền Bắc,22.6,25.5,3.6
2021-04-19,Miền Bắc,25.3,28.9,2.3
2021-04-20,Miền Bắc,26.8,30.1,1.5
2021-04-21,Miền Bắc,27.1,29.8,3.0
2021-04-22,Miền Bắc,27.3,30.9,2.2
2021-04-23,Miền Bắc,27.6,31.8,1.9
2021-04-24,Miền Bắc,28.1,32.4,1.1
2021-04-25,Miền Bắc,26.4,29.9,17.0
2021-04-26,Miền Bắc,23.0,24.5,41.1
2021-04-27,Miền Bắc,22.5,24.8,5.6
2021-04-28,Miền Bắc,22.9,25.5,14.1
2021-04-29,Miền Bắc,21.4,23.9,3.1
2021-04-30,Miền Bắc,23.1,27.6,0.0
2021-05-01,Miền Bắc,24.7,28.6,4.9
2021-05-02,Miền Bắc,26.2,29.0,7.1
2021-05-03,Miền Bắc,27.5,30.6,4.4
2021-05-04,Miền Bắc,28.3,32.8,0.0
2021-05-05,Miền Bắc,25.5,27.0,21.6
2021-05-06,Miền Bắc,26.0,30.1,0.2
2021-05-07,Miền Bắc,27.3,31.5,0.2
2021-05-08,Miền Bắc,27.3,31.2,0.0
2021-05-09,Miền Bắc,28.1,32.8,0.1
2021-05-10,Miền Bắc,29.4,34.2,0.0
2021-05-11,Miền Bắc,30.1,35.0,0.0
2021-05-12,Miền Bắc,30.4,34.9,0.0
2021-05-13,Miền Bắc,29.1,33.0,13.3
2021-05-14,Miền Bắc,29.4,32.0,0.4
2021-05-15,Miền Bắc,30.4,34.4,0.0
2021-05-16,Miền Bắc,30.6,35.2,0.0
2021-05-17,Miền Bắc,29.9,33.2,0.6
2021-05-18,Miền Bắc,29.9,34.0,1.0
2021-05-19,Miền Bắc,30.8,35.7,0.4
2021-05-20,Miền Bắc,31.2,36.2,0.7
2021-05-21,Miền Bắc,31.0,35.5,1.1
2021-05-22,Miền Bắc,31.7,36.7,0.5
2021-05-23,Miền Bắc,30.7,35.0,1.2
2021-05-24,Miền Bắc,27.5,30.1,23.6
2021-05-25,Miền Bắc,25.6,27.8,21.9
2021-05-26,Miền Bắc,27.6,30.5,3.5
2021-05-27,Miền Bắc,28.5,31.5,1.9
2021-05-28,Miền Bắc,28.8,31.9,1.6
2021-05-29,Miền Bắc,30.4,34.5,0.1
2021-05-30,Miền Bắc,31.4,35.4,1.6
2021-05-31,Miền Bắc,31.8,36.5,0.0
2021-06-01,Miền Bắc,32.9,37.3,0.0
2021-06-02,Miền Bắc,32.5,37.0,0.0
2021-06-03,Miền Bắc,33.1,38.2,1.3
2021-06-04,Miền Bắc,27.0,29.7,6.6
2021-06-05,Miền Bắc,27.4,30.9,0.2
2021-06-06,Miền Bắc,28.1,31.5,13.8
2021-06-07,Miền Bắc,27.8,32.0,16.4
2021-06-08,Miền Bắc,26.9,29.7,29.0
2021-06-09,Miền Bắc,27.3,30.5,13.3
2021-06-10,Miền Bắc,27.5,31.2,26.8
2021-06-11,Miền Bắc,27.2,31.0,20.6
2021-06-12,Miền Bắc,27.8,31.5,23.0
2021-06-13,Miền Bắc,27.3,30.0,15.7
2021-06-14,Miền Bắc,28.9,32.6,2.9
2021-06-15,Miền Bắc,29.8,33.1,0.4
2021-06-16,Miền Bắc,31.2,34.5,0.0
2021-06-17,Miền Bắc,31.6,35.5,0.0
2021-06-18,Miền Bắc,31.8,36.2,0.0
2021-06-19,Miền Bắc,32.5,37.0,0.0
2021-06-20,Miền Bắc,33.0,37.3,0.0
2021-06-21,Miền Bắc,33.0,37.2,0.0
2021-06-22,Miền Bắc,30.7,33.7,4.8
2021-06-23,Miền Bắc,29.1,33.0,13.5
2021-06-24,Miền Bắc,29.2,31.8,10.8
2021-06-25,Miền Bắc,28.7,32.5,12.8
2021-06-26,Miền Bắc,29.8,32.8,1.8
2021-06-27,Miền Bắc,31.6,35.7,0.0
2021-06-28,Miền Bắc,31.6,35.8,0.0
2021-06-29,Miền Bắc,31.0,33.8,0.3
2021-06-30,Miền Bắc,31.3,34.8,0.7
2021-07-01,Miền Bắc,31.3,34.8,0.0
2021-07-02,Miền Bắc,31.8,36.3,0.0
2021-07-03,Miền Bắc,31.7,35.7,0.0
2021-07-04,Miền Bắc,31.4,35.9,0.7
2021-07-05,Miền Bắc,29.8,32.5,6.6
2021-07-06,Miền Bắc,29.4,32.5,2.2
2021-07-07,Miền Bắc,28.5,31.9,16.1
2021-07-08,Miền Bắc,27.3,29.1,30.7
2021-07-09,Miền Bắc,27.8,31.1,6.4
2021-07-10,Miền Bắc,28.1,31.3,2.8
2021-07-11,Miền Bắc,28.8,32.5,0.4
2021-07-12,Miền Bắc,29.5,33.5,0.0
2021-07-13,Miền Bắc,29.8,33.8,1.0
2021-07-14,Miền Bắc,30.1,33.6,0.2
2021-07-15,Miền Bắc,29.7,32.8,1.0
2021-07-16,Miền Bắc,30.0,34.0,0.1
2021-07-17,Miền Bắc,30.3,34.5,0.0
2021-07-18,Miền Bắc,29.0,32.0,7.1
2021-07-19,Miền Bắc,28.3,32.0,15.0
2021-07-20,Miền Bắc,27.3,31.1,15.5
2021-07-21,Miền Bắc,28.1,31.1,0.3
2021-07-22,Miền Bắc,28.0,30.1,12.5
2021-07-23,Miền Bắc,26.6,27.4,76.1
2021-07-24,Miền Bắc,28.3,31.5,6.0
2021-07-25,Miền Bắc,29.2,32.6,8.0
2021-07-26,Miền Bắc,29.0,33.1,2.5
2021-07-27,Miền Bắc,29.9,33.9,0.3
2021-07-28,Miền Bắc,29.7,33.0,1.0
2021-07-29,Miền Bắc,29.0,32.2,12.5
2021-07-30,Miền Bắc,29.9,33.2,1.5
2021-07-31,Miền Bắc,30.9,34.4,22.4
2021-08-01,Miền Bắc,26.6,27.2,28.5
2021-08-02,Miền Bắc,29.2,33.1,0.3
2021-08-03,Miền Bắc,29.9,33.9,0.7
2021-08-04,Miền Bắc,31.2,35.6,0.7
2021-08-05,Miền Bắc,31.9,36.0,0.0
2021-08-06,Miền Bắc,32.2,36.2,0.0
2021-08-07,Miền Bắc,32.4,36.4,0.0
2021-08-08,Miền Bắc,31.2,34.2,0.0
2021-08-09,Miền Bắc,30.4,33.2,17.4
2021-08-10,Miền Bắc,27.9,31.0,32.4
2021-08-11,Miền Bắc,27.7,31.1,35.7
2021-08-12,Miền Bắc,28.7,33.2,6.3
2021-08-13,Miền Bắc,30.0,32.9,0.4
2021-08-14,Miền Bắc,29.4,32.2,12.5
2021-08-15,Miền Bắc,27.3,30.6,19.4
2021-08-16,Miền Bắc,28.6,31.9,17.0
2021-08-17,Miền Bắc,29.3,33.0,4.7
2021-08-18,Miền Bắc,29.5,32.5,6.3
2021-08-19,Miền Bắc,28.4,31.2,9.8
2021-08-20,Miền Bắc,28.8,31.9,9.0
2021-08-21,Miền Bắc,30.0,33.2,1.1
2021-08-22,Miền Bắc,30.8,34.5,0.0
2021-08-23,Miền Bắc,30.6,34.8,3.0
2021-08-24,Miền Bắc,29.2,32.7,15.3
2021-08-25,Miền Bắc,28.7,31.5,2.1
2021-08-26,Miền Bắc,27.6,30.6,10.3
2021-08-27,Miền Bắc,26.8,30.1,8.8
2021-08-28,Miền Bắc,26.3,29.5,6.0
2021-08-29,Miền Bắc,27.0,30.9,2.8
2021-08-30,Miền Bắc,27.6,31.4,1.5
2021-08-31,Miền Bắc,27.9,31.4,1.9
2021-09-01,Miền Bắc,28.1,31.5,3.7
2021-09-02,Miền Bắc,27.0,30.0,11.7
2021-09-03,Miền Bắc,27.7,31.0,7.3
2021-09-04,Miền Bắc,27.7,31.0,10.3
2021-09-05,Miền Bắc,26.8,30.0,10.8
2021-09-06,Miền Bắc,27.9,31.2,2.7
2021-09-07,Miền Bắc,27.4,29.9,16.2
2021-09-08,Miền Bắc,26.5,29.2,19.5
2021-09-09,Miền Bắc,26.7,30.2,7.6
2021-09-10,Miền Bắc,28.4,32.8,0.0
2021-09-11,Miền Bắc,29.6,33.3,0.0
2021-09-12,Miền Bắc,30.5,34.3,0.1
2021-09-13,Miền Bắc,28.8,31.5,8.0
2021-09-14,Miền Bắc,26.7,29.0,33.1
2021-09-15,Miền Bắc,26.7,29.8,14.3
2021-09-16,Miền Bắc,26.9,29.8,4.4
2021-09-17,Miền Bắc,27.8,31.5,0.9
2021-09-18,Miền Bắc,28.4,31.4,0.9
2021-09-19,Miền Bắc,28.7,32.5,0.0
2021-09-20,Miền Bắc,27.8,31.1,3.8
2021-09-21,Miền Bắc,27.8,31.0,4.4
2021-09-22,Miền Bắc,26.2,27.8,2.4
2021-09-23,Miền Bắc,26.8,29.4,10.9
2021-09-24,Miền Bắc,26.0,28.6,26.1
2021-09-25,Miền Bắc,25.8,29.0,28.2
2021-09-26,Miền Bắc,26.1,29.9,16.6
2021-09-27,Miền Bắc,26.2,29.5,10.0
2021-09-28,Miền Bắc,27.7,31.7,0.0
2021-09-29,Miền Bắc,28.3,32.1,0.1
2021-09-30,Miền Bắc,28.7,32.4,0.1
2021-10-01,Miền Bắc,28.3,31.8,2.6
2021-10-02,Miền Bắc,27.8,31.1,0.2
2021-10-03,Miền Bắc,27.3,30.6,0.0
2021-10-04,Miền Bắc,27.2,30.8,1.2
2021-10-05,Miền Bắc,27.1,31.2,8.1
2021-10-06,Miền Bắc,27.5,31.8,1.6
2021-10-07,Miền Bắc,28.6,32.3,1.2
2021-10-08,Miền Bắc,28.8,32.7,0.0
2021-10-09,Miền Bắc,25.6,27.9,19.7
2021-10-10,Miền Bắc,23.7,24.4,122.5
2021-10-11,Miền Bắc,22.7,23.5,68.5
2021-10-12,Miền Bắc,24.4,28.4,0.0
2021-10-13,Miền Bắc,23.4,26.2,31.8
2021-10-14,Miền Bắc,21.4,22.5,36.0
2021-10-15,Miền Bắc,21.6,23.8,12.8
2021-10-16,Miền Bắc,21.3,23.4,3.3
2021-10-17,Miền Bắc,21.3,23.6,0.2
2021-10-18,Miền Bắc,19.2,20.7,7.8
2021-10-19,Miền Bắc,21.7,25.8,16.3
2021-10-20,Miền Bắc,25.6,30.7,0.0
2021-10-21,Miền Bắc,22.2,24.7,29.1
2021-10-22,Miền Bắc,19.8,20.7,0.1
2021-10-23,Miền Bắc,19.8,23.3,0.0
2021-10-24,Miền Bắc,20.3,24.3,0.0
2021-10-25,Miền Bắc,21.3,25.9,0.0
2021-10-26,Miền Bắc,22.1,26.5,0.0
2021-10-27,Miền Bắc,23.4,27.8,0.0
2021-10-28,Miền Bắc,22.3,23.4,12.9
2021-10-29,Miền Bắc,21.6,22.6,47.2
2021-10-30,Miền Bắc,20.3,21.0,18.5
2021-10-31,Miền Bắc,21.1,23.4,10.3
2021-11-01,Miền Bắc,22.1,24.9,9.3
2021-11-02,Miền Bắc,22.0,25.0,5.7
2021-11-03,Miền Bắc,23.3,27.4,0.4
2021-11-04,Miền Bắc,25.1,29.5,0.3
2021-11-05,Miền Bắc,26.1,30.2,0.0
2021-11-06,Miền Bắc,26.1,30.5,0.2
2021-11-07,Miền Bắc,25.4,29.9,15.2
2021-11-08,Miền Bắc,17.9,22.2,6.9
2021-11-09,Miền Bắc,18.1,21.5,0.0
2021-11-10,Miền Bắc,18.6,21.8,0.0
2021-11-11,Miền Bắc,19.2,23.4,0.0
2021-11-12,Miền Bắc,20.8,24.0,0.0
2021-11-13,Miền Bắc,20.2,23.6,0.0
2021-11-14,Miền Bắc,19.9,24.0,0.0
2021-11-15,Miền Bắc,20.9,25.2,0.0
2021-11-16,Miền Bắc,20.7,22.4,1.2
2021-11-17,Miền Bắc,21.1,23.2,0.2
2021-11-18,Miền Bắc,19.7,22.5,0.0
2021-11-19,Miền Bắc,20.7,24.3,0.4
2021-11-20,Miền Bắc,23.6,28.5,0.8
2021-11-21,Miền Bắc,24.8,29.0,7.1
2021-11-22,Miền Bắc,19.2,21.6,0.8
2021-11-23,Miền Bắc,16.9,18.6,0.0
2021-11-24,Miền Bắc,17.4,20.0,1.9
2021-11-25,Miền Bắc,17.8,22.8,0.2
2021-11-26,Miền Bắc,19.4,24.2,0.0
2021-11-27,Miền Bắc,20.4,24.6,0.0
2021-11-28,Miền Bắc,19.3,24.4,0.0
2021-11-29,Miền Bắc,20.8,25.5,0.0
2021-11-30,Miền Bắc,20.9,24.7,0.0
2021-12-01,Miền Bắc,17.8,21.8,0.0
2021-12-02,Miền Bắc,16.3,21.6,0.0
2021-12-03,Miền Bắc,16.4,22.4,0.0
2021-12-04,Miền Bắc,16.8,23.0,0.0
2021-12-05,Miền Bắc,17.3,23.4,0.0
2021-12-06,Miền Bắc,17.3,23.5,0.0
2021-12-07,Miền Bắc,16.9,23.5,0.0
2021-12-08,Miền Bắc,18.3,24.0,0.3
2021-12-09,Miền Bắc,19.2,21.4,1.4
2021-12-10,Miền Bắc,20.5,25.5,0.0
2021-12-11,Miền Bắc,20.4,25.5,0.1
2021-12-12,Miền Bắc,19.9,25.5,0.1
2021-12-13,Miền Bắc,18.0,21.1,0.0
2021-12-14,Miền Bắc,17.5,22.9,0.0
2021-12-15,Miền Bắc,18.2,23.2,0.2
2021-12-16,Miền Bắc,20.1,23.4,1.0
2021-12-17,Miền Bắc,21.0,25.5,0.3
2021-12-18,Miền Bắc,18.2,21.8,0.0
2021-12-19,Miền Bắc,17.1,20.8,0.0
2021-12-20,Miền Bắc,18.6,23.1,0.0
2021-12-21,Miền Bắc,19.0,23.8,0.0
2021-12-22,Miền Bắc,18.6,25.1,0.0
2021-12-23,Miền Bắc,19.0,25.5,0.0
2021-12-24,Miền Bắc,19.4,23.6,0.3
2021-12-25,Miền Bắc,20.4,25.1,3.3
2021-12-26,Miền Bắc,17.9,21.5,1.8
2021-12-27,Miền Bắc,12.1,13.8,0.2
2021-12-28,Miền Bắc,13.5,16.0,0.0
2021-12-29,Miền Bắc,15.2,16.2,0.1
2021-12-30,Miền Bắc,15.8,18.8,0.2
2021-12-31,Miền Bắc,16.0,18.2,0.1
2022-01-01,Miền Bắc,17.0,20.9,0.0
2022-01-02,Miền Bắc,17.3,22.2,0.0
2022-01-03,Miền Bắc,17.8,22.2,0.0
2022-01-04,Miền Bắc,18.2,23.2,0.1
2022-01-05,Miền Bắc,19.9,24.0,0.4
2022-01-06,Miền Bắc,20.4,24.9,1.0
2022-01-07,Miền Bắc,20.1,24.9,1.2
2022-01-08,Miền Bắc,19.5,22.9,1.3
2022-01-09,Miền Bắc,14.9,16.9,4.3
2022-01-10,Miền Bắc,16.1,19.2,1.1
2022-01-11,Miền Bắc,15.8,18.8,0.5
2022-01-12,Miền Bắc,16.2,20.5,0.0
2022-01-13,Miền Bắc,15.8,17.0,1.5
2022-01-14,Miền Bắc,17.3,21.6,0.0
2022-01-15,Miền Bắc,18.8,22.9,0.2
2022-01-16,Miền Bắc,19.8,25.5,3.0
2022-01-17,Miền Bắc,14.4,15.6,5.1
2022-01-18,Miền Bắc,16.5,20.8,0.0
2022-01-19,Miền Bắc,15.9,21.1,0.0
2022-01-20,Miền Bắc,16.3,20.3,2.2
2022-01-21,Miền Bắc,17.2,19.1,12.1
2022-01-22,Miền Bắc,19.0,22.3,3.6
2022-01-23,Miền Bắc,20.7,24.6,0.5
2022-01-24,Miền Bắc,21.7,26.0,1.8
2022-01-25,Miền Bắc,20.8,24.6,1.7
2022-01-26,Miền Bắc,21.0,25.1,0.6
2022-01-27,Miền Bắc,21.8,26.4,2.7
2022-01-28,Miền Bắc,22.0,26.7,0.4
2022-01-29,Miền Bắc,16.0,20.0,17.4
2022-01-30,Miền Bắc,12.6,13.9,0.8
2022-01-31,Miền Bắc,12.1,14.4,4.1
2022-02-01,Miền Bắc,12.3,14.3,0.0
2022-02-02,Miền Bắc,11.8,13.2,2.2
2022-02-03,Miền Bắc,12.6,15.9,0.0
2022-02-04,Miền Bắc,13.3,16.5,0.0
2022-02-05,Miền Bắc,14.2,17.1,6.6
2022-02-06,Miền Bắc,13.9,16.0,11.0
2022-02-07,Miền Bắc,17.5,21.9,0.7
2022-02-08,Miền Bắc,16.5,18.6,4.4
2022-02-09,Miền Bắc,13.2,14.8,3.6
2022-02-10,Miền Bắc,14.8,18.5,1.0
2022-02-11,Miền Bắc,17.5,21.1,1.1
2022-02-12,Miền Bắc,16.1,17.5,4.0
2022-02-13,Miền Bắc,13.5,14.4,11.6
2022-02-14,Miền Bắc,15.4,20.0,0.2
2022-02-15,Miền Bắc,15.7,18.5,0.5
2022-02-16,Miền Bắc,17.1,19.1,0.5
2022-02-17,Miền Bắc,20.2,23.7,0.0
2022-02-18,Miền Bắc,21.8,24.9,26.0
2022-02-19,Miền Bắc,12.2,17.5,21.3
2022-02-20,Miền Bắc,8.4,9.9,23.3
2022-02-21,Miền Bắc,10.2,14.0,0.0
2022-02-22,Miền Bắc,11.3,14.3,0.0
2022-02-23,Miền Bắc,12.2,17.1,0.0
2022-02-24,Miền Bắc,12.4,17.8,0.0
2022-02-25,Miền Bắc,13.5,19.2,0.0
2022-02-26,Miền Bắc,16.0,21.8,0.0
2022-02-27,Miền Bắc,17.8,22.9,0.0
2022-02-28,Miền Bắc,18.2,23.6,0.0
2022-03-01,Miền Bắc,19.9,23.0,0.6
2022-03-02,Miền Bắc,21.3,25.8,0.2
2022-03-03,Miền Bắc,20.9,25.8,0.0
2022-03-04,Miền Bắc,21.5,25.0,0.2
2022-03-05,Miền Bắc,21.9,24.6,0.3
2022-03-06,Miền Bắc,22.3,25.9,1.9
2022-03-07,Miền Bắc,21.1,25.4,13.4
2022-03-08,Miền Bắc,18.9,24.5,0.0
2022-03-09,Miền Bắc,18.9,23.2,0.2
2022-03-10,Miền Bắc,20.5,23.2,0.1
2022-03-11,Miền Bắc,21.5,25.2,0.0
2022-03-12,Miền Bắc,22.0,25.9,0.1
2022-03-13,Miền Bắc,22.2,25.2,0.5
2022-03-14,Miền Bắc,22.2,25.5,0.3
2022-03-15,Miền Bắc,23.9,27.2,0.1
2022-03-16,Miền Bắc,22.7,25.8,13.0
2022-03-17,Miền Bắc,23.8,28.5,0.3
2022-03-18,Miền Bắc,24.2,28.4,0.0
2022-03-19,Miền Bắc,23.7,27.3,0.6
2022-03-20,Miền Bắc,25.4,30.2,0.2
2022-03-21,Miền Bắc,26.0,30.5,0.5
2022-03-22,Miền Bắc,26.9,31.6,26.6
2022-03-23,Miền Bắc,18.3,24.5,19.7
2022-03-24,Miền Bắc,19.2,23.7,0.5
2022-03-25,Miền Bắc,23.8,30.2,0.0
2022-03-26,Miền Bắc,26.1,31.6,0.0
2022-03-27,Miền Bắc,21.6,24.5,1.5
2022-03-28,Miền Bắc,20.1,23.8,6.3
2022-03-29,Miền Bắc,20.3,23.5,0.0
2022-03-30,Miền Bắc,22.5,25.8,2.2
2022-03-31,Miền Bắc,23.8,28.5,6.1
2022-04-01,Miền Bắc,19.1,20.9,7.2
2022-04-02,Miền Bắc,17.6,19.9,0.2
2022-04-03,Miền Bắc,18.1,23.4,0.0
2022-04-04,Miền Bắc,18.8,25.0,0.0
2022-04-05,Miền Bắc,20.0,25.6,0.0
2022-04-06,Miền Bắc,21.7,28.6,0.0
2022-04-07,Miền Bắc,23.2,29.5,0.0
2022-04-08,Miền Bắc,22.7,28.8,0.0
2022-04-09,Miền Bắc,22.4,28.5,0.0
2022-04-10,Miền Bắc,23.1,28.3,0.0
2022-04-11,Miền Bắc,23.4,27.5,0.3
2022-04-12,Miền Bắc,24.4,29.4,0.7
2022-04-13,Miền Bắc,25.7,30.8,0.0
2022-04-14,Miền Bắc,25.7,30.2,0.0
2022-04-15,Miền Bắc,25.6,28.4,2.3
2022-04-16,Miền Bắc,23.0,27.5,12.4
2022-04-17,Miền Bắc,18.6,20.2,3.8
2022-04-18,Miền Bắc,18.3,20.6,1.8
2022-04-19,Miền Bắc,20.3,24.5,0.0
2022-04-20,Miền Bắc,20.6,24.8,0.0
2022-04-21,Miền Bắc,22.1,26.5,0.5
2022-04-22,Miền Bắc,24.9,29.6,0.8
2022-04-23,Miền Bắc,26.2,30.9,0.3
2022-04-24,Miền Bắc,27.3,32.8,0.1
2022-04-25,Miền Bắc,28.6,34.1,0.0
2022-04-26,Miền Bắc,28.9,34.3,0.0
2022-04-27,Miền Bắc,28.2,33.8,0.3
2022-04-28,Miền Bắc,28.0,32.5,0.5
2022-04-29,Miền Bắc,27.5,31.5,1.5
2022-04-30,Miền Bắc,27.7,31.3,8.9
2022-05-01,Miền Bắc,21.3,23.0,6.0
2022-05-02,Miền Bắc,22.2,26.9,0.0
2022-05-03,Miền Bắc,22.8,27.9,0.0
2022-05-04,Miền Bắc,23.5,28.9,0.0
2022-05-05,Miền Bắc,23.9,29.2,0.0
2022-05-06,Miền Bắc,24.6,28.9,0.3
2022-05-07,Miền Bắc,25.7,30.4,1.1
2022-05-08,Miền Bắc,25.9,30.5,2.7
2022-05-09,Miền Bắc,26.3,30.1,8.3
2022-05-10,Miền Bắc,26.6,30.5,24.5
2022-05-11,Miền Bắc,27.7,32.0,8.2
2022-05-12,Miền Bắc,26.8,29.9,16.6
2022-05-13,Miền Bắc,26.8,30.7,32.5
2022-05-14,Miền Bắc,25.8,29.5,2.9
2022-05-15,Miền Bắc,24.8,26.5,7.5
2022-05-16,Miền Bắc,21.6,23.5,1.3
2022-05-17,Miền Bắc,23.1,26.4,0.0
2022-05-18,Miền Bắc,23.9,27.9,0.0
2022-05-19,Miền Bắc,25.4,29.9,0.3
2022-05-20,Miền Bắc,25.9,30.3,5.6
2022-05-21,Miền Bắc,24.8,26.9,8.6
2022-05-22,Miền Bắc,25.1,27.8,24.1
2022-05-23,Miền Bắc,25.5,29.0,35.5
2022-05-24,Miền Bắc,24.8,27.5,25.0
2022-05-25,Miền Bắc,26.8,30.9,8.2
2022-05-26,Miền Bắc,27.6,30.8,3.5
2022-05-27,Miền Bắc,26.8,30.5,24.5
2022-05-28,Miền Bắc,27.1,31.1,34.1
2022-05-29,Miền Bắc,28.0,31.6,9.2
2022-05-30,Miền Bắc,27.3,31.2,22.7
2022-05-31,Miền Bắc,26.5,29.5,4.4
2022-06-01,Miền Bắc,28.1,31.6,0.8
