date,region,temp_mean,temp_max,rain_mm
2024-07-04,Miền Bắc,28.4,32.0,7.6
2024-07-05,Miền Bắc,28.9,32.6,1.3
2024-07-06,Miền Bắc,29.2,33.0,1.6
2024-07-07,Miền Bắc,29.5,32.8,2.3
2024-07-08,Miền Bắc,29.9,33.4,0.5
2024-07-09,Miền Bắc,30.5,34.2,1.0
2024-07-10,Miền Bắc,30.3,34.2,7.3
2024-07-11,Miền Bắc,30.4,35.0,4.5
2024-07-12,Miền Bắc,30.5,34.0,0.4
2024-07-13,Miền Bắc,30.1,33.1,4.7
2024-07-14,Miền Bắc,28.3,32.7,8.9
2024-07-15,Miền Bắc,27.5,31.5,28.9
2024-07-16,Miền Bắc,27.6,31.2,23.5
2024-07-17,Miền Bắc,27.4,30.8,34.0
2024-07-18,Miền Bắc,27.4,31.2,20.7
2024-07-19,Miền Bắc,27.3,31.5,24.4
2024-07-20,Miền Bắc,28.2,31.2,6.4
2024-07-21,Miền Bắc,28.7,33.2,6.6
2024-07-22,Miền Bắc,28.3,32.2,10.1
2024-07-23,Miền Bắc,26.4,27.8,115.4
2024-07-24,Miền Bắc,27.7,31.2,43.0
2024-07-25,Miền Bắc,28.0,32.6,26.1
2024-07-26,Miền Bắc,31.2,36.7,0.0
2024-07-27,Miền Bắc,31.9,36.3,8.2
2024-07-28,Miền Bắc,28.3,31.1,12.9
2024-07-29,Miền Bắc,26.8,30.8,40.9
2024-07-30,Miền Bắc,27.5,31.0,47.1
2024-07-31,Miền Bắc,27.8,30.7,1.0
2024-08-01,Miền Bắc,28.3,31.3,1.9
2024-08-02,Miền Bắc,26.4,27.4,15.3
2024-08-03,Miền Bắc,28.4,32.2,4.3
2024-08-04,Miền Bắc,28.8,32.4,2.2
2024-08-05,Miền Bắc,28.8,32.4,10.9
2024-08-06,Miền Bắc,29.2,33.0,0.4
2024-08-07,Miền Bắc,30.0,34.0,0.8
2024-08-08,Miền Bắc,30.9,34.7,0.4
2024-08-09,Miền Bắc,31.7,35.8,0.0
2024-08-10,Miền Bắc,32.1,36.1,0.0
2024-08-11,Miền Bắc,29.3,32.2,6.7
2024-08-12,Miền Bắc,27.9,31.0,26.1
2024-08-13,Miền Bắc,27.4,31.1,23.7
2024-08-14,Miền Bắc,27.6,31.7,6.3
2024-08-15,Miền Bắc,27.9,32.0,15.2
2024-08-16,Miền Bắc,28.9,32.8,3.5
2024-08-17,Miền Bắc,28.3,32.2,6.9
2024-08-18,Miền Bắc,28.8,31.5,8.9
2024-08-19,Miền Bắc,29.2,33.0,4.1
2024-08-20,Miền Bắc,29.2,33.3,13.2
2024-08-21,Miền Bắc,28.6,31.9,4.5
2024-08-22,Miền Bắc,29.0,32.8,19.2
2024-08-23,Miền Bắc,27.0,29.5,40.1
2024-08-24,Miền Bắc,27.4,31.1,28.8
2024-08-25,Miền Bắc,27.6,30.9,18.4
2024-08-26,Miền Bắc,27.8,32.2,11.7
2024-08-27,Miền Bắc,28.6,32.1,17.8
2024-08-28,Miền Bắc,30.3,34.1,0.0
2024-08-29,Miền Bắc,30.1,34.0,0.8
2024-08-30,Miền Bắc,28.3,31.4,12.7
2024-08-31,Miền Bắc,28.3,31.9,14.4
2024-09-01,Miền Bắc,27.8,30.5,6.7
2024-09-02,Miền Bắc,28.5,32.0,10.5
2024-09-03,Miền Bắc,29.0,32.5,0.0
2024-09-04,Miền Bắc,29.7,33.8,0.0
2024-09-05,Miền Bắc,30.3,34.7,2.8
2024-09-06,Miền Bắc,28.5,33.3,19.0
2024-09-07,Miền Bắc,26.1,27.9,114.3
2024-09-08,Miền Bắc,27.9,30.8,31.6
2024-09-09,Miền Bắc,26.7,28.2,42.3
2024-09-10,Miền Bắc,25.4,27.0,30.4
2024-09-11,Miền Bắc,24.9,25.9,64.1
2024-09-12,Miền Bắc,26.1,29.6,17.3
2024-09-13,Miền Bắc,27.3,31.8,0.9
2024-09-14,Miền Bắc,27.8,32.3,2.5
2024-09-15,Miền Bắc,28.3,32.7,3.7
2024-09-16,Miền Bắc,27.3,30.9,15.5
2024-09-17,Miền Bắc,26.7,29.6,30.4
2024-09-18,Miền Bắc,27.3,32.0,22.0
2024-09-19,Miền Bắc,27.0,31.2,12.7
2024-09-20,Miền Bắc,27.3,32.4,28.1
2024-09-21,Miền Bắc,27.5,32.0,20.8
2024-09-22,Miền Bắc,25.7,26.6,76.8
2024-09-23,Miền Bắc,25.3,27.5,8.6
2024-09-24,Miền Bắc,26.0,30.2,0.0
2024-09-25,Miền Bắc,25.7,28.2,0.0
2024-09-26,Miền Bắc,27.0,31.3,0.1
2024-09-27,Miền Bắc,28.2,32.6,0.2
2024-09-28,Miền Bắc,28.9,32.7,0.7
2024-09-29,Miền Bắc,28.3,30.8,10.5
2024-09-30,Miền Bắc,26.6,29.9,56.6
2024-10-01,Miền Bắc,26.3,29.9,5.5
2024-10-02,Miền Bắc,24.1,27.9,0.0
2024-10-03,Miền Bắc,23.5,27.0,0.0
2024-10-04,Miền Bắc,23.7,28.4,0.0
2024-10-05,Miền Bắc,24.3,29.2,0.0
2024-10-06,Miền Bắc,25.1,30.8,0.0
2024-10-07,Miền Bắc,26.5,31.1,0.0
2024-10-08,Miền Bắc,26.2,30.5,0.0
2024-10-09,Miền Bắc,25.9,30.1,0.0
2024-10-10,Miền Bắc,25.9,30.8,0.0
2024-10-11,Miền Bắc,26.1,30.9,0.0
2024-10-12,Miền Bắc,26.3,31.0,0.5
2024-10-13,Miền Bắc,26.7,31.5,0.5
2024-10-14,Miền Bắc,27.2,32.0,0.6
2024-10-15,Miền Bắc,25.9,29.9,10.7
2024-10-16,Miền Bắc,26.3,30.6,1.9
2024-10-17,Miền Bắc,27.3,31.5,1.0
2024-10-18,Miền Bắc,27.7,31.7,0.6
2024-10-19,Miền Bắc,27.3,31.4,1.2
2024-10-20,Miền Bắc,27.9,32.3,1.5
2024-10-21,Miền Bắc,26.3,29.4,8.0
2024-10-22,Miền Bắc,27.3,32.2,1.0
2024-10-23,Miền Bắc,26.0,29.0,0.0
2024-10-24,Miền Bắc,24.1,29.8,0.0
2024-10-25,Miền Bắc,23.6,30.4,0.0
2024-10-26,Miền Bắc,25.9,31.2,0.0
2024-10-27,Miền Bắc,22.0,24.8,12.8
2024-10-28,Miền Bắc,21.3,23.2,6.7
2024-10-29,Miền Bắc,21.8,25.4,5.2
2024-10-30,Miền Bắc,24.2,28.5,0.0
2024-10-31,Miền Bắc,25.0,30.0,0.0
2024-11-01,Miền Bắc,25.6,31.0,0.0
2024-11-02,Miền Bắc,23.8,29.1,0.0
2024-11-03,Miền Bắc,23.7,28.2,0.0
2024-11-04,Miền Bắc,24.6,27.3,0.1
2024-11-05,Miền Bắc,23.7,27.0,0.1
2024-11-06,Miền Bắc,23.5,27.0,0.0
2024-11-07,Miền Bắc,23.4,28.6,0.0
2024-11-08,Miền Bắc,22.6,28.1,0.0
2024-11-09,Miền Bắc,22.5,28.7,0.0
2024-11-10,Miền Bắc,23.2,29.6,0.0
2024-11-11,Miền Bắc,24.9,31.1,0.0
2024-11-12,Miền Bắc,25.7,31.2,0.0
2024-11-13,Miền Bắc,25.9,31.6,0.0
2024-11-14,Miền Bắc,26.7,32.2,0.1
2024-11-15,Miền Bắc,27.3,32.1,0.0
2024-11-16,Miền Bắc,27.3,32.1,0.7
2024-11-17,Miền Bắc,26.9,31.7,0.0
2024-11-18,Miền Bắc,24.1,28.5,7.6
2024-11-19,Miền Bắc,25.1,30.3,0.0
2024-11-20,Miền Bắc,23.6,28.3,0.0
2024-11-21,Miền Bắc,22.4,27.3,0.0
2024-11-22,Miền Bắc,22.6,26.4,0.0
2024-11-23,Miền Bắc,22.3,26.4,0.0
2024-11-24,Miền Bắc,22.1,26.0,0.1
2024-11-25,Miền Bắc,23.7,29.0,0.5
2024-11-26,Miền Bắc,20.2,21.9,0.6
2024-11-27,Miền Bắc,19.8,23.8,0.0
2024-11-28,Miền Bắc,19.8,24.1,0.0
2024-11-29,Miền Bắc,19.2,24.5,0.0
2024-11-30,Miền Bắc,19.5,25.2,0.0
2024-12-01,Miền Bắc,20.4,27.0,0.0
2024-12-02,Miền Bắc,22.1,26.2,0.0
2024-12-03,Miền Bắc,22.4,25.6,0.2
2024-12-04,Miền Bắc,23.1,27.5,0.1
2024-12-05,Miền Bắc,22.9,27.8,0.0
2024-12-06,Miền Bắc,21.0,24.0,5.9
2024-12-07,Miền Bắc,19.4,20.8,0.0
2024-12-08,Miền Bắc,16.8,19.2,0.6
2024-12-09,Miền Bắc,17.8,21.7,0.0
2024-12-10,Miền Bắc,20.8,25.4,0.2
2024-12-11,Miền Bắc,19.4,23.5,2.7
2024-12-12,Miền Bắc,16.4,18.1,0.7
2024-12-13,Miền Bắc,16.0,18.0,0.2
2024-12-14,Miền Bắc,14.6,15.9,0.4
2024-12-15,Miền Bắc,14.2,15.4,0.1
2024-12-16,Miền Bắc,15.5,19.7,0.0
2024-12-17,Miền Bắc,16.3,22.8,0.0
2024-12-18,Miền Bắc,18.4,23.4,0.0
2024-12-19,Miền Bắc,16.9,22.4,0.0
2024-12-20,Miền Bắc,16.2,23.1,0.0
2024-12-21,Miền Bắc,16.3,21.3,0.0
2024-12-22,Miền Bắc,16.4,21.9,0.0
2024-12-23,Miền Bắc,16.1,22.2,0.0
2024-12-24,Miền Bắc,17.3,22.0,0.0
2024-12-25,Miền Bắc,18.7,24.1,0.0
2024-12-26,Miền Bắc,19.8,23.1,0.0
2024-12-27,Miền Bắc,17.5,19.4,0.9
2024-12-28,Miền Bắc,17.5,21.5,0.0
2024-12-29,Miền Bắc,16.2,23.1,0.0
2024-12-30,Miền Bắc,17.2,22.1,0.0
2024-12-31,Miền Bắc,18.3,22.0,0.0
2025-01-01,Miền Bắc,17.6,24.1,0.0
2025-01-02,Miền Bắc,18.5,25.0,0.0
2025-01-03,Miền Bắc,19.3,25.4,0.0
2025-01-04,Miền Bắc,18.3,24.0,0.0
2025-01-05,Miền Bắc,18.7,24.5,0.0
2025-01-06,Miền Bắc,18.1,24.1,0.0
2025-01-07,Miền Bắc,17.8,23.6,0.0
2025-01-08,Miền Bắc,18.8,23.8,0.7
2025-01-09,Miền Bắc,18.6,22.8,0.0
2025-01-10,Miền Bắc,15.8,18.9,0.0
2025-01-11,Miền Bắc,14.8,18.2,0.0
2025-01-12,Miền Bắc,14.1,19.9,0.0
2025-01-13,Miền Bắc,14.7,21.0,0.0
2025-01-14,Miền Bắc,16.8,23.0,0.0
2025-01-15,Miền Bắc,19.1,22.7,0.3
2025-01-16,Miền Bắc,17.8,23.1,0.0
2025-01-17,Miền Bắc,16.4,22.4,0.0
2025-01-18,Miền Bắc,17.1,21.4,0.0
2025-01-19,Miền Bắc,18.3,23.9,0.0
2025-01-20,Miền Bắc,18.4,25.1,0.0
2025-01-21,Miền Bắc,18.2,25.0,0.0
2025-01-22,Miền Bắc,18.7,23.1,0.0
2025-01-23,Miền Bắc,19.1,23.4,0.2
2025-01-24,Miền Bắc,20.8,26.3,2.9
2025-01-25,Miền Bắc,21.3,24.1,2.9
2025-01-26,Miền Bắc,14.9,20.2,10.9
2025-01-27,Miền Bắc,14.7,18.2,0.1
2025-01-28,Miền Bắc,13.5,18.2,0.3
2025-01-29,Miền Bắc,13.5,19.3,0.0
2025-01-30,Miền Bắc,16.4,23.2,0.0
2025-01-31,Miền Bắc,20.1,26.0,0.2
2025-02-01,Miền Bắc,20.9,25.4,1.6
2025-02-02,Miền Bắc,20.8,23.6,1.2
2025-02-03,Miền Bắc,15.6,17.4,5.8
2025-02-04,Miền Bắc,15.4,19.2,0.0
2025-02-05,Miền Bắc,15.6,19.0,0.5
2025-02-06,Miền Bắc,17.4,21.4,2.1
2025-02-07,Miền Bắc,14.3,16.1,5.8
2025-02-08,Miền Bắc,13.3,16.2,0.8
2025-02-09,Miền Bắc,13.5,16.5,0.0
2025-02-10,Miền Bắc,14.6,20.0,0.0
2025-02-11,Miền Bắc,17.1,23.5,0.0
2025-02-12,Miền Bắc,19.6,23.4,0.2
2025-02-13,Miền Bắc,19.2,23.0,2.4
2025-02-14,Miền Bắc,19.1,22.8,0.5
2025-02-15,Miền Bắc,20.8,24.9,0.5
2025-02-16,Miền Bắc,17.5,19.9,6.6
2025-02-17,Miền Bắc,18.5,22.7,0.4
2025-02-18,Miền Bắc,17.1,19.6,2.0
2025-02-19,Miền Bắc,17.9,20.4,2.3
2025-02-20,Miền Bắc,19.7,22.7,0.7
2025-02-21,Miền Bắc,19.6,22.1,0.6
2025-02-22,Miền Bắc,19.5,22.0,0.6
2025-02-23,Miền Bắc,17.0,19.0,0.8
2025-02-24,Miền Bắc,13.8,15.4,1.2
2025-02-25,Miền Bắc,14.0,15.9,9.8
2025-02-26,Miền Bắc,15.6,19.4,2.1
2025-02-27,Miền Bắc,18.2,22.7,0.0
2025-02-28,Miền Bắc,20.6,24.9,0.3
2025-03-01,Miền Bắc,22.6,28.0,0.1
2025-03-02,Miền Bắc,23.6,28.4,0.4
2025-03-03,Miền Bắc,24.0,28.5,0.2
2025-03-04,Miền Bắc,24.9,29.5,0.5
2025-03-05,Miền Bắc,22.7,24.9,4.9
2025-03-06,Miền Bắc,15.3,17.1,2.5
2025-03-07,Miền Bắc,15.3,18.2,0.1
2025-03-08,Miền Bắc,16.2,19.1,0.0
2025-03-09,Miền Bắc,17.9,21.2,0.1
2025-03-10,Miền Bắc,19.9,23.4,0.7
2025-03-11,Miền Bắc,21.0,26.0,0.3
2025-03-12,Miền Bắc,23.3,26.7,0.9
2025-03-13,Miền Bắc,23.4,25.4,1.7
2025-03-14,Miền Bắc,24.4,28.0,0.6
2025-03-15,Miền Bắc,23.6,26.4,1.9
2025-03-16,Miền Bắc,18.4,21.0,0.9
2025-03-17,Miền Bắc,17.6,20.6,0.0
2025-03-18,Miền Bắc,17.2,20.2,0.0
2025-03-19,Miền Bắc,18.1,23.0,0.0
2025-03-20,Miền Bắc,18.3,24.1,0.0
2025-03-21,Miền Bắc,19.1,25.3,0.0
2025-03-22,Miền Bắc,19.6,25.5,0.0
2025-03-23,Miền Bắc,20.9,26.0,0.0
2025-03-24,Miền Bắc,22.4,28.5,0.0
2025-03-25,Miền Bắc,23.9,30.1,0.0
2025-03-26,Miền Bắc,24.1,30.4,0.0
2025-03-27,Miền Bắc,25.6,32.3,0.0
2025-03-28,Miền Bắc,25.5,30.6,0.4
2025-03-29,Miền Bắc,17.0,24.9,9.7
2025-03-30,Miền Bắc,14.9,17.7,1.0
2025-03-31,Miền Bắc,15.2,18.6,0.0
2025-04-01,Miền Bắc,17.9,22.2,0.0
2025-04-02,Miền Bắc,19.1,25.1,0.0
2025-04-03,Miền Bắc,20.2,26.5,0.0
2025-04-04,Miền Bắc,21.0,25.6,0.2
2025-04-05,Miền Bắc,21.8,24.4,1.4
2025-04-06,Miền Bắc,22.9,26.5,1.2
2025-04-07,Miền Bắc,22.1,25.6,1.0
2025-04-08,Miền Bắc,23.2,27.8,0.7
2025-04-09,Miền Bắc,24.8,28.9,0.6
2025-04-10,Miền Bắc,24.8,29.1,0.9
2025-04-11,Miền Bắc,26.0,31.7,0.5
2025-04-12,Miền Bắc,26.2,33.2,9.7
2025-04-13,Miền Bắc,22.3,26.4,2.0
2025-04-14,Miền Bắc,21.6,25.4,3.7
2025-04-15,Miền Bắc,24.1,32.0,0.0
2025-04-16,Miền Bắc,24.1,30.4,0.0
2025-04-17,Miền Bắc,26.2,32.2,0.1
2025-04-18,Miền Bắc,27.7,32.8,0.5
2025-04-19,Miền Bắc,29.5,35.8,0.0
2025-04-20,Miền Bắc,28.9,34.1,0.1
2025-04-21,Miền Bắc,28.7,34.5,0.0
2025-04-22,Miền Bắc,29.6,35.8,0.0
2025-04-23,Miền Bắc,28.3,35.5,50.0
2025-04-24,Miền Bắc,28.0,32.6,6.3
2025-04-25,Miền Bắc,25.6,29.1,39.5
2025-04-26,Miền Bắc,26.0,29.2,0.2
2025-04-27,Miền Bắc,27.5,31.5,1.2
2025-04-28,Miền Bắc,25.4,28.8,28.3
2025-04-29,Miền Bắc,25.7,29.6,2.9
2025-04-30,Miền Bắc,26.4,30.2,11.0
2025-05-01,Miền Bắc,25.4,28.2,18.2
2025-05-02,Miền Bắc,26.8,31.1,0.0
2025-05-03,Miền Bắc,27.3,31.5,0.0
2025-05-04,Miền Bắc,28.7,33.5,0.7
2025-05-05,Miền Bắc,29.6,34.6,0.0
2025-05-06,Miền Bắc,29.1,32.6,1.0
2025-05-07,Miền Bắc,29.7,34.5,0.8
2025-05-08,Miền Bắc,30.6,35.2,0.1
2025-05-09,Miền Bắc,28.8,32.7,7.7
2025-05-10,Miền Bắc,26.8,31.2,24.8
2025-05-11,Miền Bắc,22.7,26.5,12.1
2025-05-12,Miền Bắc,23.5,28.1,0.0
2025-05-13,Miền Bắc,25.1,29.6,0.0
2025-05-14,Miền Bắc,26.5,29.4,4.7
2025-05-15,Miền Bắc,26.1,29.8,18.0
2025-05-16,Miền Bắc,27.0,28.8,18.5
2025-05-17,Miền Bắc,27.7,31.3,11.8
2025-05-18,Miền Bắc,27.5,31.4,20.7
2025-05-19,Miền Bắc,26.8,30.4,19.5
2025-05-20,Miền Bắc,28.8,32.4,4.2
2025-05-21,Miền Bắc,29.3,32.7,4.5
2025-05-22,Miền Bắc,28.7,30.6,11.3
2025-05-23,Miền Bắc,27.2,29.0,3.8
2025-05-24,Miền Bắc,23.7,24.9,31.4
2025-05-25,Miền Bắc,24.1,27.9,0.3
2025-05-26,Miền Bắc,24.2,27.8,0.0
2025-05-27,Miền Bắc,24.5,26.6,3.4
2025-05-28,Miền Bắc,27.0,31.0,6.2
2025-05-29,Miền Bắc,27.0,30.2,6.4
2025-05-30,Miền Bắc,26.0,29.5,17.3
2025-05-31,Miền Bắc,29.3,34.7,0.2
2025-06-01,Miền Bắc,32.0,37.8,0.0
2025-06-02,Miền Bắc,32.3,37.1,0.2
2025-06-03,Miền Bắc,28.8,32.5,14.6
2025-06-04,Miền Bắc,27.5,31.9,32.6
2025-06-05,Miền Bắc,28.5,32.8,6.4
2025-06-06,Miền Bắc,29.2,32.1,8.2
2025-06-07,Miền Bắc,29.7,32.7,9.4
2025-06-08,Miền Bắc,29.3,33.2,12.1
2025-06-09,Miền Bắc,28.2,32.6,20.3
2025-06-10,Miền Bắc,27.4,29.9,15.4
2025-06-11,Miền Bắc,28.7,33.2,1.2
2025-06-12,Miền Bắc,29.3,33.0,0.1
2025-06-13,Miền Bắc,28.8,31.8,6.8
2025-06-14,Miền Bắc,30.3,34.7,1.5
2025-06-15,Miền Bắc,29.1,35.3,32.4
2025-06-16,Miền Bắc,28.1,32.5,3.6
2025-06-17,Miền Bắc,28.8,32.3,3.0
2025-06-18,Miền Bắc,30.2,34.2,1.4
2025-06-19,Miền Bắc,30.3,33.3,0.7
2025-06-20,Miền Bắc,29.7,32.5,20.3
2025-06-21,Miền Bắc,27.7,31.8,48.6
2025-06-22,Miền Bắc,27.1,30.8,59.0
2025-06-23,Miền Bắc,28.6,32.8,10.3
2025-06-24,Miền Bắc,28.7,32.9,4.3
2025-06-25,Miền Bắc,28.6,32.5,6.3
2025-06-26,Miền Bắc,29.1,33.4,2.7
2025-06-27,Miền Bắc,26.5,29.8,58.0
2025-06-28,Miền Bắc,26.8,30.6,27.9
2025-06-29,Miền Bắc,27.2,31.9,20.7
2025-06-30,Miền Bắc,27.2,31.5,35.9
2025-07-01,Miền Bắc,27.0,31.1,36.9
2025-07-02,Miền Bắc,26.7,30.3,8.2
2025-07-03,Miền Bắc,26.5,28.9,21.2
2025-07-04,Miền Bắc,27.5,31.4,4.8
2025-07-05,Miền Bắc,29.1,33.4,0.4
2025-07-06,Miền Bắc,28.6,32.7,8.5
2025-07-07,Miền Bắc,28.6,32.5,2.5
2025-07-08,Miền Bắc,30.3,34.5,0.2
2025-07-09,Miền Bắc,30.1,35.6,0.8
2025-07-10,Miền Bắc,29.4,33.5,0.9
2025-07-11,Miền Bắc,27.4,31.6,28.5
2025-07-12,Miền Bắc,27.1,31.4,21.2
2025-07-13,Miền Bắc,28.4,32.4,5.0
2025-07-14,Miền Bắc,28.5,32.2,4.1
2025-07-15,Miền Bắc,29.4,33.2,0.6
2025-07-16,Miền Bắc,29.6,32.0,6.8
2025-07-17,Miền Bắc,30.6,34.6,0.4
2025-07-18,Miền Bắc,31.5,35.5,0.0
2025-07-19,Miền Bắc,29.4,35.2,15.9
2025-07-20,Miền Bắc,28.5,32.8,2.3
2025-07-21,Miền Bắc,27.9,31.1,35.0
2025-07-22,Miền Bắc,27.5,30.8,35.3
2025-07-23,Miền Bắc,27.5,31.3,14.5
2025-07-24,Miền Bắc,27.3,31.0,21.2
2025-07-25,Miền Bắc,27.5,31.2,11.0
2025-07-26,Miền Bắc,28.4,32.5,14.9
2025-07-27,Miền Bắc,28.7,32.5,1.2
2025-07-28,Miền Bắc,29.7,34.2,0.2
2025-07-29,Miền Bắc,31.1,35.3,0.0
2025-07-30,Miền Bắc,31.6,35.8,5.8
2025-07-31,Miền Bắc,30.0,33.8,7.7
2025-08-01,Miền Bắc,28.5,32.3,9.5
2025-08-02,Miền Bắc,30.0,34.7,0.4
2025-08-03,Miền Bắc,31.7,36.5,0.0
2025-08-04,Miền Bắc,32.4,36.8,0.0
2025-08-05,Miền Bắc,29.5,35.0,18.4
2025-08-06,Miền Bắc,28.0,30.2,10.5
2025-08-07,Miền Bắc,28.9,32.0,2.4
2025-08-08,Miền Bắc,30.8,35.0,0.5
2025-08-09,Miền Bắc,31.4,35.6,0.0
2025-08-10,Miền Bắc,30.6,34.2,6.8
2025-08-11,Miền Bắc,30.2,34.0,2.7
2025-08-12,Miền Bắc,29.8,33.4,3.4
2025-08-13,Miền Bắc,29.3,32.7,1.2
2025-08-14,Miền Bắc,29.7,32.4,6.4
2025-08-15,Miền Bắc,26.6,28.9,12.8
2025-08-16,Miền Bắc,25.6,30.0,27.2
2025-08-17,Miền Bắc,26.7,31.9,17.2
2025-08-18,Miền Bắc,26.3,29.2,37.5
2025-08-19,Miền Bắc,26.4,29.0,12.5
2025-08-20,Miền Bắc,28.7,32.5,2.5
2025-08-21,Miền Bắc,27.8,30.2,12.1
2025-08-22,Miền Bắc,28.7,31.3,3.8
2025-08-23,Miền Bắc,27.8,30.4,4.3
2025-08-24,Miền Bắc,27.6,32.1,9.6
2025-08-25,Miền Bắc,25.9,26.9,37.3
2025-08-26,Miền Bắc,24.8,26.8,61.1
2025-08-27,Miền Bắc,25.2,28.2,22.3
2025-08-28,Miền Bắc,26.9,30.7,2.2
2025-08-29,Miền Bắc,26.7,30.9,10.0
2025-08-30,Miền Bắc,26.5,30.1,20.4
2025-08-31,Miền Bắc,26.1,30.5,15.8
2025-09-01,Miền Bắc,27.0,30.7,10.3
2025-09-02,Miền Bắc,27.9,31.5,0.6
2025-09-03,Miền Bắc,28.7,32.6,0.2
2025-09-04,Miền Bắc,29.1,32.8,0.0
2025-09-05,Miền Bắc,29.5,33.2,0.0
2025-09-06,Miền Bắc,29.1,32.9,0.9
2025-09-07,Miền Bắc,29.7,33.4,0.3
2025-09-08,Miền Bắc,30.5,34.3,0.3
2025-09-09,Miền Bắc,28.5,32.0,3.3
2025-09-10,Miền Bắc,28.1,31.4,9.9
2025-09-11,Miền Bắc,27.3,30.9,24.6
2025-09-12,Miền Bắc,27.1,31.2,9.7
2025-09-13,Miền Bắc,28.4,32.1,0.4
2025-09-14,Miền Bắc,28.0,31.3,3.3
2025-09-15,Miền Bắc,27.2,30.4,4.9
2025-09-16,Miền Bắc,27.8,31.6,11.4
2025-09-17,Miền Bắc,27.0,31.9,9.7
2025-09-18,Miền Bắc,26.6,30.2,16.3
2025-09-19,Miền Bắc,27.6,32.0,10.8
2025-09-20,Miền Bắc,29.5,33.5,0.0
2025-09-21,Miền Bắc,28.8,33.0,4.0
2025-09-22,Miền Bắc,26.8,30.1,14.4
2025-09-23,Miền Bắc,27.9,31.9,0.8
2025-09-24,Miền Bắc,28.9,33.3,0.2
2025-09-25,Miền Bắc,25.9,27.9,17.4
2025-09-26,Miền Bắc,25.6,29.2,20.1
2025-09-27,Miền Bắc,27.1,31.5,12.3
2025-09-28,Miền Bắc,26.4,30.1,36.1
2025-09-29,Miền Bắc,24.6,25.4,73.9
2025-09-30,Miền Bắc,25.2,27.4,45.8
2025-10-01,Miền Bắc,26.5,29.9,2.3
2025-10-02,Miền Bắc,27.9,32.0,0.1
2025-10-03,Miền Bắc,27.9,32.0,0.0
2025-10-04,Miền Bắc,27.8,31.5,0.1
2025-10-05,Miền Bắc,28.5,33.0,3.1
2025-10-06,Miền Bắc,25.6,29.0,53.3
2025-10-07,Miền Bắc,24.4,26.8,133.0
2025-10-08,Miền Bắc,26.3,29.7,4.1
2025-10-09,Miền Bắc,27.0,31.0,0.3
2025-10-10,Miền Bắc,27.5,31.4,0.8
2025-10-11,Miền Bắc,26.4,29.5,1.6
2025-10-12,Miền Bắc,27.6,30.9,0.4
2025-10-13,Miền Bắc,26.5,30.2,10.9
2025-10-14,Miền Bắc,25.1,28.4,24.4
2025-10-15,Miền Bắc,25.6,29.0,8.4
2025-10-16,Miền Bắc,26.1,30.6,17.3
2025-10-17,Miền Bắc,27.2,31.4,0.2
2025-10-18,Miền Bắc,27.3,31.2,0.2
2025-10-19,Miền Bắc,26.4,30.8,6.8
2025-10-20,Miền Bắc,25.8,29.7,0.1
2025-10-21,Miền Bắc,24.3,27.8,0.0
2025-10-22,Miền Bắc,22.4,24.4,0.0
2025-10-23,Miền Bắc,19.7,21.5,0.7
2025-10-24,Miền Bắc,20.0,21.6,1.8
2025-10-25,Miền Bắc,22.1,25.5,0.0
2025-10-26,Miền Bắc,23.9,27.7,0.0
2025-10-27,Miền Bắc,23.5,27.0,0.0
2025-10-28,Miền Bắc,23.7,27.0,0.0
2025-10-29,Miền Bắc,23.8,27.1,0.0
2025-10-30,Miền Bắc,23.9,26.0,1.9
2025-10-31,Miền Bắc,23.5,25.2,4.0
2025-11-01,Miền Bắc,21.0,22.4,3.0
2025-11-02,Miền Bắc,20.3,21.2,2.2
2025-11-03,Miền Bắc,19.5,20.0,1.7
2025-11-04,Miền Bắc,19.3,20.5,1.6
2025-11-05,Miền Bắc,20.8,22.8,0.2
2025-11-06,Miền Bắc,22.0,25.2,0.0
2025-11-07,Miền Bắc,23.2,25.3,8.3
2025-11-08,Miền Bắc,24.8,28.7,13.7
2025-11-09,Miền Bắc,24.6,27.5,40.4
2025-11-10,Miền Bắc,24.5,27.7,0.6
2025-11-11,Miền Bắc,22.7,24.5,0.6
2025-11-12,Miền Bắc,22.3,24.8,0.0
2025-11-13,Miền Bắc,22.2,26.2,0.0
2025-11-14,Miền Bắc,20.8,25.9,0.0
2025-11-15,Miền Bắc,21.1,27.0,0.0
2025-11-16,Miền Bắc,22.2,25.5,0.1
2025-11-17,Miền Bắc,22.7,25.2,1.3
2025-11-18,Miền Bắc,17.8,21.7,15.4
2025-11-19,Miền Bắc,14.6,17.0,1.7
2025-11-20,Miền Bắc,16.9,21.6,0.0
2025-11-21,Miền Bắc,18.4,23.3,0.0
2025-11-22,Miền Bắc,19.0,24.0,0.0
2025-11-23,Miền Bắc,20.4,25.1,0.0
2025-11-24,Miền Bắc,19.9,25.7,0.0
2025-11-25,Miền Bắc,19.5,24.0,0.0
2025-11-26,Miền Bắc,17.7,23.4,0.0
2025-11-27,Miền Bắc,18.1,24.1,0.0
2025-11-28,Miền Bắc,17.0,24.1,0.0
2025-11-29,Miền Bắc,16.5,23.2,0.0
2025-11-30,Miền Bắc,18.7,24.7,0.0
2025-12-01,Miền Bắc,20.0,24.4,0.4
2025-12-02,Miền Bắc,22.5,26.8,0.2
